frame,time_seconds,rank,frequency_hz,magnitude_db
651,1.302000,7,4007.812,5.637
651,1.302000,8,4617.188,4.671
652,1.304000,1,3960.938,13.866
652,1.304000,2,3937.500,12.241
652,1.304000,3,4289.062,6.480
652,1.304000,4,3984.375,6.367
652,1.304000,5,4382.812,6.223
652,1.304000,6,3187.500,5.873
652,1.304000,7,4593.750,5.791
652,1.304000,8,4007.812,5.677
653,1.306000,1,3960.938,14.261
653,1.306000,2,3937.500,12.672
653,1.306000,3,3984.375,7.536
653,1.306000,4,3187.500,6.760
653,1.306000,5,4007.812,6.264
653,1.306000,6,4289.062,5.639
653,1.306000,7,3164.062,5.551
653,1.306000,8,4382.812,5.470
654,1.308000,1,3960.938,14.311
654,1.308000,2,3937.500,13.006
654,1.308000,3,3984.375,8.763
654,1.308000,4,3187.500,7.331
654,1.308000,5,4007.812,6.993
654,1.308000,6,3164.062,5.996
654,1.308000,7,210.938,5.322
654,1.308000,8,4359.375,5.036
655,1.310000,1,3960.938,14.081
655,1.310000,2,3937.500,13.178
655,1.310000,3,3984.375,9.593
655,1.310000,4,4007.812,7.665
655,1.310000,5,3187.500,7.609
655,1.310000,6,3164.062,6.207
655,1.310000,7,4359.375,5.841
655,1.310000,8,210.938,5.693
656,1.312000,1,3960.938,13.614
656,1.312000,2,3937.500,13.153
656,1.312000,3,3984.375,9.879
656,1.312000,4,4007.812,8.219
656,1.312000,5,3187.500,7.608
656,1.312000,6,4359.375,6.321
656,1.312000,7,3164.062,6.199
656,1.312000,8,210.938,5.745
657,1.314000,1,3960.938,12.930
657,1.314000,2,3937.500,12.919
657,1.314000,3,3984.375,9.574
657,1.314000,4,4007.812,8.606
657,1.314000,5,3187.500,7.331
657,1.314000,6,4359.375,6.433
657,1.314000,7,3164.062,5.998
657,1.314000,8,210.938,5.493
658,1.316000,1,3937.500,12.484
658,1.316000,2,3960.938,12.019
658,1.316000,3,4007.812,8.780
658,1.316000,4,3984.375,8.630
658,1.316000,5,3187.500,6.790
658,1.316000,6,4359.375,6.292
658,1.316000,7,3164.062,5.608
658,1.316000,8,4593.750,5.373
659,1.318000,1,3937.500,11.859
659,1.318000,2,3960.938,10.860
659,1.318000,3,4007.812,8.734
659,1.318000,4,3984.375,6.920
659,1.318000,5,4359.375,6.085
659,1.318000,6,3187.500,6.045
659,1.318000,7,4593.750,5.663
659,1.318000,8,3164.062,4.967
660,1.320000,1,3937.500,11.078
660,1.320000,2,3960.938,9.382
660,1.320000,3,4007.812,8.467
660,1.320000,4,4593.750,5.906
660,1.320000,5,4359.375,5.905
660,1.320000,6,3187.500,5.133
660,1.320000,7,4617.188,4.610
660,1.320000,8,3914.062,4.309
661,1.322000,1,3937.500,10.168
661,1.322000,2,4007.812,8.006
661,1.322000,3,3960.938,7.501
661,1.322000,4,4593.750,6.097
661,1.322000,5,4359.375,5.828
661,1.322000,6,4617.188,5.012
661,1.322000,7,3914.062,4.277
661,1.322000,8,3187.500,4.057
662,1.324000,1,3937.500,9.179
662,1.324000,2,4007.812,7.439
662,1.324000,3,4593.750,6.268
662,1.324000,4,4359.375,5.849
662,1.324000,5,4617.188,5.458
662,1.324000,6,3960.938,5.069
662,1.324000,7,4312.500,4.228
662,1.324000,8,4500.000,4.067
663,1.326000,1,3937.500,8.176
663,1.326000,2,4007.812,6.881
663,1.326000,3,4593.750,6.383
663,1.326000,4,4617.188,5.936
663,1.326000,5,4359.375,5.934
663,1.326000,6,4500.000,4.753
663,1.326000,7,4312.500,4.663
663,1.326000,8,4382.812,3.151
664,1.328000,1,3937.500,7.238
664,1.328000,2,4593.750,6.481
664,1.328000,3,4007.812,6.462
664,1.328000,4,4617.188,6.355
664,1.328000,5,4359.375,6.021
664,1.328000,6,4500.000,5.371
664,1.328000,7,4312.500,5.002
664,1.328000,8,4523.438,3.640
665,1.330000,1,4617.188,6.619
665,1.330000,2,4593.750,6.591
665,1.330000,3,3937.500,6.456
665,1.330000,4,4007.812,6.277
665,1.330000,5,4359.375,6.066
665,1.330000,6,4500.000,5.924
665,1.330000,7,4312.500,5.271
665,1.330000,8,4523.438,4.593
666,1.332000,1,4617.188,6.693
666,1.332000,2,4593.750,6.662
666,1.332000,3,4500.000,6.356
666,1.332000,4,4007.812,6.270
666,1.332000,5,4359.375,5.982
666,1.332000,6,3937.500,5.913
666,1.332000,7,4312.500,5.492
666,1.332000,8,4523.438,5.034
667,1.334000,1,4500.000,6.665
667,1.334000,2,4593.750,6.654
667,1.334000,3,4617.188,6.554
667,1.334000,4,4007.812,6.291
667,1.334000,5,4359.375,5.729
667,1.334000,6,4312.500,5.673
667,1.334000,7,3937.500,5.594
667,1.334000,8,3046.875,5.286
668,1.336000,1,4500.000,6.923
668,1.336000,2,4593.750,6.546
668,1.336000,3,4335.938,6.389
668,1.336000,4,4007.812,6.193
668,1.336000,5,4617.188,6.180
668,1.336000,6,3046.875,5.858
668,1.336000,7,4312.500,5.850
668,1.336000,8,3937.500,5.410
669,1.338000,1,4335.938,7.528
669,1.338000,2,4500.000,7.131
669,1.338000,3,4593.750,6.322
669,1.338000,4,3046.875,6.138
669,1.338000,5,4312.500,5.975
669,1.338000,6,4007.812,5.882
669,1.338000,7,4617.188,5.553
669,1.338000,8,3937.500,5.282
670,1.340000,1,4335.938,8.151
670,1.340000,2,4500.000,7.217
670,1.340000,3,3046.875,6.103
670,1.340000,4,4312.500,6.032
670,1.340000,5,4593.750,5.867
670,1.340000,6,375.000,5.463
670,1.340000,7,4007.812,5.348
670,1.340000,8,3937.500,5.209
671,1.342000,1,4335.938,8.300
671,1.342000,2,4500.000,7.178
671,1.342000,3,4312.500,6.024
671,1.342000,4,3046.875,5.770
671,1.342000,5,3937.500,5.218
671,1.342000,6,3023.438,5.168
671,1.342000,7,375.000,5.158
671,1.342000,8,4593.750,5.032
672,1.344000,1,4335.938,8.045
672,1.344000,2,4500.000,7.094
672,1.344000,3,4312.500,5.855
672,1.344000,4,351.562,5.631
672,1.344000,5,3937.500,5.297
672,1.344000,6,3023.438,5.200
672,1.344000,7,3046.875,5.089
672,1.344000,8,375.000,4.325
673,1.346000,1,4335.938,7.400
673,1.346000,2,4500.000,7.005
673,1.346000,3,351.562,6.507
673,1.346000,4,4312.500,5.460
673,1.346000,5,3937.500,5.399
673,1.346000,6,3023.438,4.913
673,1.346000,7,4265.625,4.408
673,1.346000,8,3984.375,4.164
674,1.348000,1,351.562,7.199
674,1.348000,2,4500.000,6.910
674,1.348000,3,4335.938,6.325
674,1.348000,4,3937.500,5.477
674,1.348000,5,4476.562,5.414
674,1.348000,6,4265.625,5.008
674,1.348000,7,4312.500,4.810
674,1.348000,8,3984.375,4.305
675,1.350000,1,351.562,7.651
675,1.350000,2,4500.000,6.777
675,1.350000,3,4476.562,6.738
675,1.350000,4,4265.625,5.531
675,1.350000,5,3937.500,5.487
675,1.350000,6,4335.938,4.787
675,1.350000,7,4359.375,4.620
675,1.350000,8,3984.375,4.526
676,1.352000,1,351.562,7.884
676,1.352000,2,4476.562,7.593
676,1.352000,3,4500.000,6.631
676,1.352000,4,4265.625,5.958
676,1.352000,5,3937.500,5.392
676,1.352000,6,4359.375,5.063
676,1.352000,7,3984.375,4.809
676,1.352000,8,4289.062,4.386
677,1.354000,1,4476.562,8.077
677,1.354000,2,351.562,7.925
677,1.354000,3,4500.000,6.553
677,1.354000,4,4265.625,6.223
677,1.354000,5,4359.375,5.263
677,1.354000,6,3937.500,5.191
677,1.354000,7,3984.375,5.142
677,1.354000,8,4382.812,5.022
678,1.356000,1,4476.562,8.336
678,1.356000,2,351.562,7.775
678,1.356000,3,4500.000,6.557
678,1.356000,4,4265.625,6.263
678,1.356000,5,4382.812,5.690
678,1.356000,6,3984.375,5.510
678,1.356000,7,4359.375,5.323
678,1.356000,8,4617.188,4.934
679,1.358000,1,4476.562,8.497
679,1.358000,2,351.562,7.443
679,1.358000,3,4500.000,6.644
679,1.358000,4,4265.625,6.088
679,1.358000,5,4382.812,6.051
679,1.358000,6,3984.375,5.889
679,1.358000,7,4617.188,5.662
679,1.358000,8,4359.375,5.302
680,1.360000,1,4476.562,8.679
680,1.360000,2,351.562,6.980
680,1.360000,3,4500.000,6.848
680,1.360000,4,3984.375,6.274
680,1.360000,5,4617.188,6.264
680,1.360000,6,4382.812,6.218
680,1.360000,7,4265.625,5.638
680,1.360000,8,4359.375,5.311
681,1.362000,1,4476.562,8.957
681,1.362000,2,4500.000,7.294
681,1.362000,3,3984.375,6.605
681,1.362000,4,4617.188,6.566
681,1.362000,5,351.562,6.405
681,1.362000,6,4382.812,6.173
681,1.362000,7,4359.375,5.511
681,1.362000,8,4593.750,5.183
682,1.364000,1,4476.562,9.232
682,1.364000,2,4500.000,8.086
682,1.364000,3,3984.375,6.797
682,1.364000,4,4617.188,6.412
682,1.364000,5,4382.812,6.058
682,1.364000,6,4593.750,5.862
682,1.364000,7,4359.375,5.774
682,1.364000,8,351.562,5.644
683,1.366000,1,4476.562,9.368
683,1.366000,2,4500.000,9.075
683,1.366000,3,3984.375,6.792
683,1.366000,4,4593.750,6.326
683,1.366000,5,4359.375,5.905
683,1.366000,6,4382.812,5.895
683,1.366000,7,4617.188,5.700
683,1.366000,8,3046.875,5.630
684,1.368000,1,4500.000,9.977
684,1.368000,2,4476.562,9.362
684,1.368000,3,4593.750,6.617
684,1.368000,4,3984.375,6.575
684,1.368000,5,3046.875,6.261
684,1.368000,6,4359.375,5.724
684,1.368000,7,4382.812,5.664
684,1.368000,8,3070.312,5.111
685,1.370000,1,4500.000,10.690
685,1.370000,2,4476.562,9.167
685,1.370000,3,4593.750,6.820
685,1.370000,4,3046.875,6.602
685,1.370000,5,3984.375,6.160
685,1.370000,6,4640.625,5.756
685,1.370000,7,4382.812,5.253
685,1.370000,8,4523.438,5.218
686,1.372000,1,4500.000,11.200
686,1.372000,2,4476.562,8.743
686,1.372000,3,4523.438,7.324
686,1.372000,4,4593.750,7.013
686,1.372000,5,3046.875,6.651
686,1.372000,6,4640.625,6.357
686,1.372000,7,3984.375,5.561
686,1.372000,8,4429.688,5.531
687,1.374000,1,4500.000,11.457
687,1.374000,2,4523.438,8.794
687,1.374000,3,4476.562,8.144
687,1.374000,4,4593.750,7.181
687,1.374000,5,4640.625,6.802
687,1.374000,6,3046.875,6.422
687,1.374000,7,4429.688,6.228
687,1.374000,8,3937.500,5.521
688,1.376000,1,4500.000,11.435
688,1.376000,2,4523.438,9.761
688,1.376000,3,4476.562,7.424
688,1.376000,4,4593.750,7.340
688,1.376000,5,4640.625,7.082
688,1.376000,6,4429.688,6.886
688,1.376000,7,3937.500,5.984
688,1.376000,8,3046.875,5.946
689,1.378000,1,4500.000,11.088
689,1.378000,2,4523.438,10.303
689,1.378000,3,4593.750,7.522
689,1.378000,4,4429.688,7.408
689,1.378000,5,4640.625,7.151
689,1.378000,6,4476.562,6.707
689,1.378000,7,4546.875,6.658
689,1.378000,8,4570.312,6.383
690,1.380000,1,4523.438,10.440
690,1.380000,2,4500.000,10.403
690,1.380000,3,4429.688,7.764
690,1.380000,4,4593.750,7.729
690,1.380000,5,4546.875,7.327
690,1.380000,6,3960.938,6.969
690,1.380000,7,4640.625,6.968
690,1.380000,8,4570.312,6.755
691,1.382000,1,4523.438,10.164
691,1.382000,2,4500.000,9.371
691,1.382000,3,4593.750,7.949
691,1.382000,4,4429.688,7.949
691,1.382000,5,4546.875,7.794
691,1.382000,6,3960.938,7.194
691,1.382000,7,3937.500,6.762
691,1.382000,8,4289.062,6.725
692,1.384000,1,4523.438,9.438
692,1.384000,2,4593.750,8.168
692,1.384000,3,4546.875,8.068
692,1.384000,4,4500.000,8.004
692,1.384000,5,4429.688,7.982
692,1.384000,6,4289.062,7.077
692,1.384000,7,4617.188,7.074
692,1.384000,8,3960.938,6.913
693,1.386000,1,4523.438,8.281
693,1.386000,2,4593.750,8.281
693,1.386000,3,4546.875,8.063
693,1.386000,4,4429.688,8.020
693,1.386000,5,4617.188,7.575
693,1.386000,6,4289.062,7.291
693,1.386000,7,3937.500,6.731
693,1.386000,8,4312.500,6.599
694,1.388000,1,4593.750,8.284
694,1.388000,2,4429.688,8.193
694,1.388000,3,4546.875,7.692
694,1.388000,4,4617.188,7.577
694,1.388000,5,4289.062,7.438
694,1.388000,6,4523.438,6.787
694,1.388000,7,3937.500,6.643
694,1.388000,8,4312.500,6.147
695,1.390000,1,4429.688,8.496
695,1.390000,2,4593.750,8.216
695,1.390000,3,4289.062,7.563
695,1.390000,4,4617.188,7.113
695,1.390000,5,4546.875,6.940
695,1.390000,6,3937.500,6.532
695,1.390000,7,4382.812,5.874
695,1.390000,8,4312.500,5.614
696,1.392000,1,4429.688,8.858
696,1.392000,2,4593.750,8.116
696,1.392000,3,4289.062,7.725
696,1.392000,4,4382.812,7.291
696,1.392000,5,3937.500,6.385
696,1.392000,6,4617.188,6.233
696,1.392000,7,4453.125,5.989
696,1.392000,8,4546.875,5.767
697,1.394000,1,4429.688,9.208
697,1.394000,2,4382.812,8.470
697,1.394000,3,4593.750,7.986
697,1.394000,4,4289.062,7.896
697,1.394000,5,3937.500,6.246
697,1.394000,6,4453.125,6.125
697,1.394000,7,4312.500,5.759
697,1.394000,8,4617.188,5.071
698,1.396000,1,4429.688,9.523
698,1.396000,2,4382.812,9.404
698,1.396000,3,4289.062,8.055
698,1.396000,4,4593.750,7.896
698,1.396000,5,4312.500,6.777
698,1.396000,6,3937.500,6.182
698,1.396000,7,4406.250,6.130
698,1.396000,8,4453.125,5.954
699,1.398000,1,4382.812,10.145
699,1.398000,2,4429.688,9.736
699,1.398000,3,4289.062,8.206
699,1.398000,4,4593.750,7.944
699,1.398000,5,4312.500,7.929
699,1.398000,6,4406.250,7.765
699,1.398000,7,4359.375,6.695
699,1.398000,8,3937.500,6.235
700,1.400000,1,4382.812,10.700
700,1.400000,2,4429.688,9.816
700,1.400000,3,4312.500,8.913
700,1.400000,4,4359.375,8.645
700,1.400000,5,4406.250,8.522
700,1.400000,6,4289.062,8.309
700,1.400000,7,4593.750,8.121
700,1.400000,8,3937.500,6.369
701,1.402000,1,4382.812,11.083
701,1.402000,2,4359.375,10.168
701,1.402000,3,4429.688,9.773
701,1.402000,4,4312.500,9.606
701,1.402000,5,4406.250,8.529
701,1.402000,6,4593.750,8.363
701,1.402000,7,4289.062,8.301
701,1.402000,8,3937.500,6.525
702,1.404000,1,4382.812,11.358
702,1.404000,2,4359.375,11.221
702,1.404000,3,4312.500,10.021
702,1.404000,4,4429.688,9.683
702,1.404000,5,4593.750,8.553
702,1.404000,6,4289.062,8.070
702,1.404000,7,4335.938,7.812
702,1.404000,8,4406.250,7.695
703,1.406000,1,4359.375,11.835
703,1.406000,2,4382.812,11.525
703,1.406000,3,4312.500,10.159
703,1.406000,4,4429.688,9.574
703,1.406000,5,4335.938,9.339
703,1.406000,6,4593.750,8.597
703,1.406000,7,4289.062,7.536
703,1.406000,8,3937.500,6.639
704,1.408000,1,4359.375,12.116
704,1.408000,2,4382.812,11.509
704,1.408000,3,4335.938,10.238
704,1.408000,4,4312.500,10.082
704,1.408000,5,4429.688,9.336
704,1.408000,6,4593.750,8.424
704,1.408000,7,4289.062,6.558
704,1.408000,8,3937.500,6.503
705,1.410000,1,4359.375,12.108
705,1.410000,2,4382.812,11.284
705,1.410000,3,4335.938,10.553
705,1.410000,4,4312.500,9.834
705,1.410000,5,4429.688,8.985
705,1.410000,6,4593.750,8.007
705,1.410000,7,3937.500,6.171
705,1.410000,8,4453.125,5.910
706,1.412000,1,4359.375,11.791
706,1.412000,2,4382.812,10.872
706,1.412000,3,4335.938,10.342
706,1.412000,4,4312.500,9.402
706,1.412000,5,4429.688,8.533
706,1.412000,6,4593.750,7.315
706,1.412000,7,4453.125,5.846
706,1.412000,8,3937.500,5.644
707,1.414000,1,4359.375,11.085
707,1.414000,2,4382.812,10.343
707,1.414000,3,4335.938,9.653
707,1.414000,4,4312.500,8.735
707,1.414000,5,4429.688,7.930
707,1.414000,6,4593.750,6.348
707,1.414000,7,4453.125,5.659
707,1.414000,8,4617.188,5.133
708,1.416000,1,4359.375,9.836
708,1.416000,2,4382.812,9.806
708,1.416000,3,4335.938,8.543
708,1.416000,4,4312.500,7.771
708,1.416000,5,4429.688,7.181
708,1.416000,6,492.188,6.122
708,1.416000,7,468.750,5.576
708,1.416000,8,4453.125,5.266
709,1.418000,1,4382.812,9.383
709,1.418000,2,4359.375,7.811
709,1.418000,3,4335.938,7.006
709,1.418000,4,492.188,6.839
709,1.418000,5,4312.500,6.555
709,1.418000,6,4429.688,6.350
709,1.418000,7,468.750,6.131
709,1.418000,8,4007.812,5.271
710,1.420000,1,4382.812,9.095
710,1.420000,2,492.188,7.243
710,1.420000,3,468.750,6.424
710,1.420000,4,4406.250,5.759
710,1.420000,5,3984.375,5.738
710,1.420000,6,4429.688,5.471
710,1.420000,7,4007.812,5.225
710,1.420000,8,4312.500,5.151
711,1.422000,1,4382.812,8.936
711,1.422000,2,492.188,7.340
711,1.422000,3,468.750,6.435
711,1.422000,4,3984.375,6.241
711,1.422000,5,4406.250,5.743
711,1.422000,6,4265.625,5.334
711,1.422000,7,4007.812,5.027
711,1.422000,8,4429.688,4.725
712,1.424000,1,4382.812,8.914
712,1.424000,2,492.188,7.141
712,1.424000,3,3984.375,6.340
712,1.424000,4,468.750,6.126
712,1.424000,5,4265.625,5.951
712,1.424000,6,4289.062,5.466
712,1.424000,7,4406.250,5.259
712,1.424000,8,4007.812,4.637
713,1.426000,1,4382.812,9.086
713,1.426000,2,492.188,6.667
713,1.426000,3,4265.625,6.461
713,1.426000,4,3984.375,6.159
713,1.426000,5,4289.062,6.017
713,1.426000,6,468.750,5.451
713,1.426000,7,4406.250,4.979
713,1.426000,8,4500.000,4.844
714,1.428000,1,4382.812,9.590
714,1.428000,2,4265.625,6.776
714,1.428000,3,492.188,5.947
714,1.428000,4,4289.062,5.943
714,1.428000,5,3984.375,5.814
714,1.428000,6,4406.250,5.544
714,1.428000,7,4500.000,5.391
714,1.428000,8,4429.688,5.358
715,1.430000,1,4382.812,10.340
715,1.430000,2,4406.250,7.001
715,1.430000,3,4265.625,6.772
715,1.430000,4,4429.688,6.155
715,1.430000,5,4500.000,6.014
715,1.430000,6,3984.375,5.463
715,1.430000,7,4289.062,5.356
715,1.430000,8,492.188,5.022
716,1.432000,1,4382.812,11.124
716,1.432000,2,4406.250,8.655
716,1.432000,3,4429.688,6.997
716,1.432000,4,4500.000,6.734
716,1.432000,5,4265.625,6.403
716,1.432000,6,4453.125,5.524
716,1.432000,7,4359.375,5.298
716,1.432000,8,3984.375,5.242
717,1.434000,1,4382.812,11.754
717,1.434000,2,4406.250,10.059
717,1.434000,3,4429.688,7.789
717,1.434000,4,4500.000,7.403
717,1.434000,5,4359.375,6.453
717,1.434000,6,4476.562,5.886
717,1.434000,7,4265.625,5.739
717,1.434000,8,4453.125,5.591
718,1.436000,1,4382.812,12.139
718,1.436000,2,4406.250,11.032
718,1.436000,3,4429.688,8.501
718,1.436000,4,4500.000,7.933
718,1.436000,5,4359.375,7.402
718,1.436000,6,4476.562,6.608
718,1.436000,7,3960.938,6.342
718,1.436000,8,3984.375,5.718
719,1.438000,1,4382.812,12.273
719,1.438000,2,4406.250,11.545
719,1.438000,3,4429.688,9.023
719,1.438000,4,4500.000,8.418
719,1.438000,5,4359.375,8.143
719,1.438000,6,3960.938,7.442
719,1.438000,7,4476.562,7.010
719,1.438000,8,3984.375,6.471
720,1.440000,1,4382.812,12.146
720,1.440000,2,4406.250,11.628
720,1.440000,3,4429.688,9.281
720,1.440000,4,4500.000,8.902
720,1.440000,5,3960.938,8.677
720,1.440000,6,4359.375,8.648
720,1.440000,7,3984.375,7.383
720,1.440000,8,4476.562,7.079
721,1.442000,1,4382.812,11.722
721,1.442000,2,4406.250,11.309
721,1.442000,3,3960.938,9.943
721,1.442000,4,4500.000,9.302
721,1.442000,5,4429.688,9.241
721,1.442000,6,4359.375,8.922
721,1.442000,7,3984.375,8.283
721,1.442000,8,3914.062,7.230
722,1.444000,1,3960.938,11.158
722,1.444000,2,4382.812,10.871
722,1.444000,3,4406.250,10.698
722,1.444000,4,4500.000,9.500
722,1.444000,5,4359.375,9.075
722,1.444000,6,3984.375,9.022
722,1.444000,7,4429.688,8.742
722,1.444000,8,3914.062,7.789
723,1.446000,1,3960.938,12.252
723,1.446000,2,4406.250,9.937
723,1.446000,3,3937.500,9.558
723,1.446000,4,3984.375,9.520
723,1.446000,5,4382.812,9.412
723,1.446000,6,4500.000,9.386
723,1.446000,7,4359.375,9.178
723,1.446000,8,3914.062,8.080
724,1.448000,1,3960.938,13.180
724,1.448000,2,3937.500,11.313
724,1.448000,3,3984.375,9.719
724,1.448000,4,4359.375,9.267
724,1.448000,5,4406.250,9.187
724,1.448000,6,4500.000,8.905
724,1.448000,7,4476.562,8.280
724,1.448000,8,3914.062,8.069
725,1.450000,1,3960.938,13.891
725,1.450000,2,3937.500,12.578
725,1.450000,3,3984.375,9.633
725,1.450000,4,4359.375,9.309
725,1.450000,5,4476.562,9.175
725,1.450000,6,4406.250,8.507
725,1.450000,7,4500.000,7.972
725,1.450000,8,3914.062,7.757
726,1.452000,1,3960.938,14.335
726,1.452000,2,3937.500,13.489
726,1.452000,3,4476.562,9.983
726,1.452000,4,3984.375,9.308
726,1.452000,5,4359.375,9.227
726,1.452000,6,4406.250,7.974
726,1.452000,7,4453.125,7.795
726,1.452000,8,4617.188,7.443
727,1.454000,1,3960.938,14.479
727,1.454000,2,3937.500,14.143
727,1.454000,3,4476.562,10.656
727,1.454000,4,4453.125,9.350
727,1.454000,5,4359.375,8.962
727,1.454000,6,3984.375,8.791
727,1.454000,7,4406.250,7.735
727,1.454000,8,4617.188,7.212
728,1.456000,1,3937.500,14.617
728,1.456000,2,3960.938,14.299
728,1.456000,3,4476.562,11.203
728,1.456000,4,4453.125,10.478
728,1.456000,5,4359.375,8.486
728,1.456000,6,3984.375,8.112
728,1.456000,7,4406.250,7.863
728,1.456000,8,4289.062,6.766
729,1.458000,1,3937.500,14.969
729,1.458000,2,3960.938,13.797
729,1.458000,3,4476.562,11.594
729,1.458000,4,4453.125,11.291
729,1.458000,5,4406.250,8.275
729,1.458000,6,4359.375,7.854
729,1.458000,7,3984.375,7.290
729,1.458000,8,4289.062,6.794
730,1.460000,1,3937.500,15.236
730,1.460000,2,3960.938,13.039
730,1.460000,3,4453.125,11.837
730,1.460000,4,4476.562,11.818
730,1.460000,5,4406.250,8.805
730,1.460000,6,4429.688,8.427
730,1.460000,7,4382.812,7.224
730,1.460000,8,4359.375,7.143
731,1.462000,1,3937.500,15.444
731,1.462000,2,3960.938,12.218
731,1.462000,3,4453.125,12.113
731,1.462000,4,4476.562,11.873
731,1.462000,5,4429.688,9.659
731,1.462000,6,4406.250,9.278
731,1.462000,7,4382.812,7.913
731,1.462000,8,4359.375,6.386
732,1.464000,1,3937.500,15.618
732,1.464000,2,4453.125,12.060
732,1.464000,3,4476.562,11.796
732,1.464000,4,3960.938,11.714
732,1.464000,5,4429.688,10.321
732,1.464000,6,4406.250,9.583
732,1.464000,7,4382.812,7.936
732,1.464000,8,4195.312,5.646
733,1.466000,1,3937.500,15.778
733,1.466000,2,3960.938,11.886
733,1.466000,3,4476.562,11.673
733,1.466000,4,4453.125,11.561
733,1.466000,5,4429.688,10.583
733,1.466000,6,4406.250,9.608
733,1.466000,7,4382.812,7.413
733,1.466000,8,4007.812,6.162
734,1.468000,1,3937.500,15.934
734,1.468000,2,3960.938,12.697
734,1.468000,3,4476.562,11.565
734,1.468000,4,4429.688,10.531
734,1.468000,5,4453.125,10.480
734,1.468000,6,4406.250,9.266
734,1.468000,7,4007.812,6.971
734,1.468000,8,3984.375,6.840
735,1.470000,1,3937.500,16.077
735,1.470000,2,3960.938,13.786
735,1.470000,3,4476.562,11.443
735,1.470000,4,4429.688,10.186
735,1.470000,5,4453.125,8.664
735,1.470000,6,4406.250,8.497
735,1.470000,7,3984.375,8.358
735,1.470000,8,4007.812,7.297
736,1.472000,1,3937.500,16.193
736,1.472000,2,3960.938,14.831
736,1.472000,3,4476.562,11.290
736,1.472000,4,3984.375,9.641
736,1.472000,5,4429.688,9.635
736,1.472000,6,4007.812,7.199
736,1.472000,7,4406.250,7.147
736,1.472000,8,4500.000,6.434
737,1.474000,1,3937.500,16.270
737,1.474000,2,3960.938,15.673
737,1.474000,3,4476.562,11.120
737,1.474000,4,3984.375,10.503
737,1.474000,5,4429.688,8.991
737,1.474000,6,4007.812,6.765
737,1.474000,7,3914.062,5.533
737,1.474000,8,4500.000,5.526
738,1.476000,1,3937.500,16.305
738,1.476000,2,3960.938,16.262
738,1.476000,3,4476.562,10.890
738,1.476000,4,3984.375,10.862
738,1.476000,5,4429.688,8.424
738,1.476000,6,4007.812,6.159
738,1.476000,7,3914.062,5.304
738,1.476000,8,4546.875,5.075
739,1.478000,1,3960.938,16.586
739,1.478000,2,3937.500,16.319
739,1.478000,3,3984.375,10.685
739,1.478000,4,4476.562,10.483
739,1.478000,5,4429.688,8.215
739,1.478000,6,4007.812,5.526
739,1.478000,7,4546.875,5.382
739,1.478000,8,3914.062,4.939
740,1.480000,1,3960.938,16.673
740,1.480000,2,3937.500,16.312
740,1.480000,3,3984.375,9.897
740,1.480000,4,4476.562,9.830
740,1.480000,5,4429.688,8.535
740,1.480000,6,4453.125,6.027
740,1.480000,7,4546.875,5.350
740,1.480000,8,4007.812,5.031
741,1.482000,1,3960.938,16.539
741,1.482000,2,3937.500,16.292
741,1.482000,3,4429.688,9.359
741,1.482000,4,4453.125,9.141
741,1.482000,5,4476.562,8.942
741,1.482000,6,3984.375,8.415
741,1.482000,7,4617.188,5.227
741,1.482000,8,4546.875,5.001
742,1.484000,1,3937.500,16.270
742,1.484000,2,3960.938,16.186
742,1.484000,3,4453.125,11.012
742,1.484000,4,4429.688,10.550
742,1.484000,5,4476.562,7.870
742,1.484000,6,3984.375,6.081
742,1.484000,7,4617.188,5.877
742,1.484000,8,4406.250,4.953
743,1.486000,1,3937.500,16.223
743,1.486000,2,3960.938,15.633
743,1.486000,3,4453.125,12.101
743,1.486000,4,4429.688,11.799
743,1.486000,5,4406.250,7.730
743,1.486000,6,4476.562,6.721
743,1.486000,7,4617.188,6.366
743,1.486000,8,4382.812,5.243
744,1.488000,1,3937.500,16.111
744,1.488000,2,3960.938,14.908
744,1.488000,3,4429.688,12.860
744,1.488000,4,4453.125,12.658
744,1.488000,5,4406.250,9.728
744,1.488000,6,4617.188,6.596
744,1.488000,7,4382.812,5.904
744,1.488000,8,4476.562,5.633
745,1.490000,1,3937.500,15.882
745,1.490000,2,3960.938,14.062
745,1.490000,3,4429.688,13.640
745,1.490000,4,4453.125,12.805
745,1.490000,5,4406.250,11.146
745,1.490000,6,4617.188,6.615
745,1.490000,7,4382.812,6.495
745,1.490000,8,3914.062,6.437
746,1.492000,1,3937.500,15.497
746,1.492000,2,4429.688,14.135
746,1.492000,3,3960.938,13.145
746,1.492000,4,4453.125,12.568
746,1.492000,5,4406.250,12.079
746,1.492000,6,3914.062,8.165
746,1.492000,7,4382.812,7.026
746,1.492000,8,4617.188,6.439
747,1.494000,1,3937.500,14.956
747,1.494000,2,4429.688,14.333
747,1.494000,3,4406.250,12.599
747,1.494000,4,3960.938,12.156
747,1.494000,5,4453.125,11.974
747,1.494000,6,3914.062,9.420
747,1.494000,7,4382.812,7.459
747,1.494000,8,4617.188,6.092
748,1.496000,1,3937.500,14.275
748,1.496000,2,4429.688,14.230
748,1.496000,3,4406.250,12.732
748,1.496000,4,4453.125,11.044
748,1.496000,5,3960.938,11.036
748,1.496000,6,3914.062,10.132
748,1.496000,7,4382.812,7.775
748,1.496000,8,4031.250,6.040
